iter	Logloss
334	0.341420481
335	0.3411516552
336	0.3408657106
337	0.3403474161
338	0.3399107437
339	0.3395100743
340	0.3391827039
341	0.3389047039
342	0.3385988661
343	0.3382892136
344	0.3380519457
3345	0.33066899334346	0.33031060347347	0.33015473348348	0.32970384349349	0.32934232350350	0.32899752351351	0.32872718352352	0.32831655353353	0.3280099354	354	0.3278558355	355	0.327287356	0356	0.32682357	0.357	0.32659358	0.358	0.32629359	0.359	0.32606360	0.360	0.32578361	0361	0.325367362	0362	0.325128363	0363	0.324693364	0364	0.324266365	0365	0.323981366	0366	0.323491367	0367	0.323083368	0368	0.32264369	0369	0.32235370	0.370	0.32193371	0.371	0.32171372	0.372	0.32152373	0.373	0.32107374	0.374	0.32066375	0.375	0.32041376	0.376	0.32018377	0.377	0.31983378	0.378	0.3195379	0.3379	0.3192380	0.3380	0.3189381	0.3381	0.318382	0.32382	0.318383	0.32383	0.317384	0.32384	0.31385	0.325385	0.31386	0.325386	0.31387	0.32387	0.316388	0.32388	0.316389	0.32389	0.315390	0.32390	0.315391	0.32391	0.315392	0.32392	0.315393	0.32393	0.314394	0.32394	0.314395	0.32395	0.314396	0.32396	0.314397	0.32397	0.313398	0.32398	0.313399	0.32399	0.313400	0.32400	0.313401	0.3401	0.312402	0.32402	0.312403	0.403	0.31245404	0.404	0.31220405	0.405	0.31188406	0.406	0.31146407	0.407	0.31118408	0.408	0.31091409	0.409	0.31071410	0.410	0.31030411	0.411	0.30998412	0.412	0.30974413	0.413	0.30939414	0.414	0.30918415	0.415	0.30882416	0.416	0.30857417	0.417	0.30811418	0.418	0.30785419	0.419	0.30765420	0.420	0.30740421	0.421	0.30720422	0.422	0.30684423	0.423	0.30665424	0.424	0.30641425	0.425	0.30616426	0.426	0.30582427	0.427	0.30554428	0.428	0.30521429	0.429	0.3050430	0.3430	0.3047431	0.3121418283
432	0.3118253345
433	0.3116211694
434	0.3114212288
435	0.3435	0.3033436	0.3436	0.3031437	0.3437	0.3028438	0.3438	0.3026439	0.3439	0.3022440	0.3440	0.3019441	0.3441	0.3015442	0.3442	0.3013443	0.3443	0.3011444	0.3444	0.3008445	0.3445	0.3005446	0.3446	0.3001447	0.3447	0.2999448	0.3448	0.299449	0.30449	0.299450	0.3450	0.2992451	0.451	0.29901452	0.452	0.2988453	0.3453	0.2985454	0.3055657001
455	0.3054259749
456	0.3051487316
457	0.457	0.29747458	0.3048124077
459	0459	0.29681460	0.460	0.29668461	0.461	0.29654462	0.462	0.29642463	0.463	0.29629464	0.464	0.29603465	0.465	0.29550466	0.466	0.2951618541
467	0.29486468	0468	0.29461052
469	0.2944478437
470	0.294194471	0.3019316807
472	0.3017127928
473	0.3015122532
474	0.3013799998
475	0.301153451
476	0.30090001
477	0.3007553353
478	0.3005690456
479	0.3002936939
480	0.3000981985
481	0.2997782999
482	0.2995692482
483	0.2994063196
484	0.2992526598
485	0.2990255119
486	0.2988460005
487	0.2986814956
488	0.2985422434
489	0.2984173988
490	0.2982267585
491	0.2980666358
492	0.297939805
493	0.2976241624
494	0.297453699
495	0.2972391617
496	0.2969099313
497	0.2968358442
498	0.2966080342
499	0.2963885158
500	0.2961682406
501	0.2960714545
502	0.2958492563
503	0.2956022467
504	0.2954015811
505	0.2952382742
506	0.2949617875
507	0.2947452955
508	0.2944912241
509	0.2941322957
510	0.2938010476
511	0.2936151678
512	0.293295017
513	0.2930871317
514	0.2928298446
515	0.292538635
516	0.2924548062
517	0.2922456599
518	0.2921599396
519	0.2920494395
520	0.291837708
521	0.2915762279
522	0.291522	0.28523	0.2908885735
524	0.2905057797
525	0.2903549888
526	0.2901466622
527	0.2897516046
528	0.289528	0.28529	0.289529	0.27530	0.288530	0.27531	0.288531	0.27532	0.288532	0.2533	0.2879533	0.2534	0.287534	0.27535	0.287535	0.27536	0.287536	0.27537	0.286537	0.27538	0.28538	0.277539	0.28539	0.277540	0.28540	0.276541	0.28541	0.276542	0.28542	0.276543	0.28543	0.276544	0.2544	0.275545	0.28545	0.275546	0.28546	0.275547	0.28547	0.274548	0.28548	0.274549	0.2549	0.2743550	0.2550	0.2740551	0.551	0.27376552	0.552	0.27356553	0.553	0.2734554	0.2554	0.2731555	0.2555	0.2729556	0.2556	0.2726557	0.2557	0.2725558	0.2558	0.2724559	0.2559	0.2721560	0.2560	0.271561	0.28561	0.271562	0.28562	0.27563	0.281563	0.27564	0.280564	0.27565	0.280565	0.27566	0.280566	0.27567	0.280567	0.27568	0.280568	0.27569	0.27569	0.270570	0.27570	0.269571	0.27571	0.269572	0.27572	0.269573	0.27573	0.2574	0.2785574	0.2575	0.2783575	0.2576	0.2782576	0.2577	0.2779577	0.2578	0.2777578	0.2579	0.2775579	0.2580	0.2773580	0.2581	0.276581	0.26582	0.27582	0.266583	0.27583	0.266584	0.27584	0.266585	0.27585	0.2665083073
586	0.2663776934
587	0.2662284157
588	0.2659958768
589	0.265590	0.27590	0.26591	0.275591	0.26592	0.274592	0.26593	0.274593	0.26594	0.274594	0.26595	0.274595	0.26596	0.273596	0.26597	0.273597	0.26598	0.273598	0.26599	0.273599	0.26600	0.272600	0.2601	0.2728601	0.2602	0.2726725429
603	0.2725233598
604	0.2723582244
605	0.272100023
606	0.271975935
607	0.271692008
608	0.27156608	0.609	0.27123609	0.610	0.27099610	0.611	0.27083611	0.612	0.27059612	0.613	0.27031613	0614	0.270128614	0615	0.270025615	0616	0.269735616	0617	0.269567617	0618	0.269348618	0619	0.269109619	0620	0.268960620	0621	0.268861621	0622	0.268626622	0623	0.26829623	0.624	0.26785624	0.625	0.26753625	0.626	0.26720626	0.627	0.2669811722
628	0.2667988864
629	0.2665951626
630	0.2664843788
631	0.2662940853
632	0.2661094666
633	0.2658806793
634	0.26575388
635	0.2656710286
636	0.2654129217
637	0.2650986979
638	0.2648276022
639	0.2646375924
640	0.2644847523
641	0.2643235892
642	0.2640997674
643	0.2639389196
644	0.26375644	0.645	0.2635132971
646	0.263287363
647	0.2631706049
648	0.2630047916
649	0.26252972
650	0.2622716919
651	0.2620947026
652	0.2618949354
653	0.2616725953
654	0.2615680379
655	0.2614063862
656	0.2611343447
657	0.2608758438
658	0.2607510149
659	0.2604219736
660	0.2602943074
661	0.2600901265
662	0.2598089265
663	0.2594955066
664	0.2593282274
665	0.2590093691
666	0.2589099348
667	0.2587008043
668	0.2585417062
669	0.2583838849
670	0.2579071739
671	0.2577046008
672	0.2574713368
673	0.2572729568
674	0.2571035495
675	0.2568118513
676	0.2566130299
677	0.2564959881
678	0.2564139406
679	0.256346805
680	0.2561678295
681	0.2559431249
682	0.2557412455
683	0.2555575253
684	0.2553357211
685	0.2551632085
686	0.2550557822
687	0.2549392448
688	0.2547414638
689	0.2546461752
690	0.2543644078
691	0.2541969236
692	0.2540630309
693	0.2537774961
694	0.253498834
695	0.2533759598
696	0.2531443824
697	0.253001883
698	0.2527992627
699	0.2526764357
700	0.2525295541
701	0.2523164828
702	0.2522075275
703	0.2519595249
704	0.2518329778
705	0.25161368
706	0.251494321
707	0.2513705482
708	0.2511605822
709	0.2509363821
710	0.2506307807
711	0.2504851444
712	0.250221016
713	0.2498380961
714	0.2497750747
715	0.2496799753
716	0.2496279409
717	0.2495123808
718	0.2493257286
719	0.2491036722
720	0.2489216072
721	0.2486955942
722	0.2485509825
723	0.2482522381
724	0.2480297877
725	0.2479311415
726	0.2476732869
727	0.2475545584
728	0.2473710115
729	0.2471455188
730	0.2468491546
731	0.2465464379
732	0.2463594705
733	0.2462492383
734	0.2460189063
735	0.2458412391
736	0.2456987712
737	0.2455672903
738	0.2453226452
739	0.2452485266
740	0.2451709716
741	0.2447562099
742	0.2445833821
743	0.2442850475
744	0.2440788647
745	0.2438546803
746	0.2435092453
747	0.2432529828
748	0.2431237875
749	0.2429273463
750	0.2428578306
751	0.2427645124
752	0.2425637994
753	0.242410045
754	0.242281433
755	0.2419671934
756	0.2416859461
757	0.2415060564
758	0.241376798
759	0.2412291598
760	0.2410897972
761	0.2409679949
762	0.240640987
763	0.2403104955
764	0.2402053076
765	0.2400284444
766	0.2398845263
767	0.2397817817
768	0.239768	0.22769	0.239769	0.22770	0.239770	0.22771	0.239771	0.22772	0.23772	0.225773	0.23773	0.225774	0.23774	0.225775	0.2775	0.2251776	0.776	0.22489777	0.777	0.22461778	0.778	0.22429779	0.779	0.2241780	0.2780	0.2238781	0.2781	0.2236782	0.2782	0.223783	0.23783	0.223784	0.23784	0.223785	0.23785	0.222786	0.23786	0.222787	0.23787	0.222788	0.23788	0.222789	0.23789	0.222790	0.23790	0.221791	0.23791	0.221792	0.23792	0.221793	0.23793	0.221794	0.2794	0.2210795	0.2795	0.2209796	0.2796	0.2208797	0.2797	0.2207798	0.2798	0.2205231564
799	0.2203510379
800	0.2202266819
801	0.2199903283
802	0.219790435
803	0.21961804	0.804	0.21942805	0.805	0.21933806	0.806	0.21917807	0.807	0.2188808	0.2808	0.2186809	0.2809	0.2183810	0.2810	0.2180811	0.2811	0.21812	0.231812	0.21813	0.23813	0.21814	0.231814	0.21815	0.230815	0.2816	0.2307816	0.2817	0.2305817	0.2818	0.2304818	0.2819	0.2303819	0.2820	0.2302820	0.2821	0.230821	0.2822	0.2297822	0.2823	0.2295823	0.2824	0.229824	0.21825	0.229825	0.21826	0.228826	0.21827	0.228827	0.21828	0.22828	0.214829	0.22829	0.214830	0.22830	0.213831	0.22831	0.213832	0.22832	0.213833	0.2833	0.2131834	0.2834	0.2129835	0.2835	0.2128836	0.2836	0.2126898963
837	0.2125756603
838	0.2123098137
839	0.2121919995
840	0.2120841	0.2841	0.2116842	0.2842	0.211843	0.22843	0.2115023589
844	0.211845	0.22845	0.2111944719
846	0.2109978889
847	0.2107555295
848	0.2105355696
849	0.2104167938
850	0.2103188728
851	0.2100496056
852	0.2099086825
853	0.20958478
854	0.2094598723
855	0.2092795096
856	0.2090789858
857	0.2088961641
858	0.2087979908
859	0.2086731304
860	0.2084850595
861	0.2082134909
862	0.2080152212
863	0.2078864	0.2864	0.2077145222
865	0.2074866	0.2866	0.2071867	0.2867	0.2071868	0.2868	0.2069869	0.869	0.20681870	0.870	0.20651871	0.871	0.20631872	0.872	0.20607873	0.873	0.20597874	0.874	0.20580875	0.875	0.20547876	0.876	0.20525877	0.877	0.20504878	0.878	0.20483879	0879	0.204423880	0880	0.204178881	0881	0.204046882	0882	0.203818883	883	0.2035768884884	0.2034384357
885	0.2033773375
886	0.2030544123
887	0.2029556716
888	0.20271648889889	0.20235102890890	0.20206736891891	0.20169376892892	0.20160794893893	0.20128514894894	0.20114643895895	0.20099898896896	0.20061373897897	0.20042058898898	0.20028331899899	0.20015517900900	0.20008582901901	0.19992038902902	0.19981510903903	0.19950031904904	0.19934245905905	0.19914007906906	0.1988360907	907	0.1986248908	908	0.1982651909	909	0.1981371910	910	0.1979305911	911	0.197766912	0912	0.1976913	0.2913	0.1975914	0.2914	0.1974915	0.2915	0.1973916	0.2916	0.1972917	0.2917	0.1970918	0.2918	0.1968919	0.2919	0.196920	0.21920	0.196921	0.21921	0.196922	0.21922	0.196923	0.21923	0.1960410126
924	0.195925	0.21925	0.195926	0.2926	0.1956927	0.2927	0.1954928	0.2928	0.1952929	0.2929	0.1950930	0.2930	0.1950931	0.2931	0.1949932	0.2932	0.1948933	0.2933	0.1947934	0.2934	0.194935	0.21935	0.194936	0.21936	0.194937	0.21937	0.193938	0.21938	0.19939	0.210939	0.19940	0.210940	0.19941	0.209941	0.19942	0.209942	0.19943	0.209943	0.19944	0.209944	0.19945	0.209945	0.19946	0.209946	0.19947	0.208947	0.19948	0.208948	0.19949	0.208949	0.19950	0.208950	0.19951	0.208951	0.1952	0.2081952	0.1953	0.2080953	0.1954	0.2079954	0.1955	0.2078955	0.956	0.20763956	0957	0.207560957	958	0.207355958	959	0.2072165959960	0.2069395960	961	0.2067679728
962	0.2065435678
963	0.2063706926
964	0.2060971851
965	0.2059273523
966	0.205770966	0967	0.205686967	0968	0.205600968	0969	0.205523969	0970	0.205343970	0971	0.205251971	0972	0.205130972	0973	0.20505973	0.974	0.2048974	0.1975	0.2046975	0.1976	0.2044976	0.1977	0.2043977	0.1978	0.2041978	0.1979	0.2040979	0.1980	0.2037980	0.1981	0.2036981	0.1982	0.2034982	0.1983	0.203983	0.18984	0.203984	0.18985	0.20985	0.186986	0.20986	0.186987	0.20987	0.185988	0.20988	0.185989	0.20989	0.185990	0.20990	0.185991	0.20991	0.185992	0.20992	0.185993	0.20993	0.184994	0.20994	0.184995	0.20995	0.18996	0.201996	0.18997	0.201997	0.18998	0.201998	0.18999	0.20999	0.1840475098
